hold_days,drawdown_min,drawdown_max,vol_shrink_ratio,last_limit_up_days_min,last_limit_up_days_max,limit_up_count_10_max,picks_per_day,valid_folds,total_test_trades,avg_test_win_rate,median_test_win_rate,avg_test_day_win_rate,avg_test_return,avg_test_max_drawdown,avg_test_profit_factor,win_rate_std,score
3,0.03,0.06,0.6,2,4,1,2,3,18,0.5257936507936508,0.625,0.7333333333333334,0.030875223709129918,-0.006763624830282329,45.0811633599231,0.1706118478309973,0.6458634951686518
3,0.04,0.06,0.6,2,4,1,1,2,9,0.575,0.575,0.575,0.039139709203313326,-0.007422636579713704,19.499740166409474,0.175,0.6458269346544103
3,0.04,0.08,0.6,2,4,1,1,2,9,0.575,0.575,0.575,0.039139709203313326,-0.007422636579713704,19.499740166409474,0.175,0.6458269346544103
3,0.04,0.1,0.6,2,4,1,1,2,9,0.575,0.575,0.575,0.039139709203313326,-0.007422636579713704,19.499740166409474,0.175,0.6458269346544103
3,0.03,0.1,0.6,2,4,1,2,4,22,0.519345238095238,0.5625,0.7166666666666667,0.030923376610032374,-0.005072718622711747,7.437781797550706,0.14817573365506811,0.6416839574810984
2,0.03,0.06,0.6,2,4,1,2,3,18,0.6845238095238096,0.625,0.7999999999999999,0.025712620665535705,-0.008845819791332735,2.0172804483909976,0.23705128275880807,0.6402476939599723
3,0.03,0.1,0.7,2,4,1,2,4,41,0.5511363636363636,0.512987012987013,0.6875,0.02125316823334463,-0.030282852347502526,3.316990649471597,0.12679756167936623,0.6372374183003275
2,0.02,0.08,0.6,2,4,1,3,4,33,0.5306776556776557,0.5357142857142857,0.7333333333333333,0.017620654745477502,-0.018970991606738707,3.128554805581918,0.10299144846788581,0.6361005625459452
4,0.03,0.08,0.6,2,4,1,2,4,21,0.5029761904761905,0.5476190476190476,0.75,0.029790408869233058,-0.018078693866100504,9.742248738447763,0.17544384110939873,0.6358828258046814
2,0.04,0.06,0.6,2,4,1,3,2,15,0.5446428571428572,0.5446428571428572,0.8,0.01378199031856068,-0.006898217336537726,2.8106637157369088,0.16964285714285715,0.6320815567036984
3,0.04,0.1,0.55,2,4,1,3,3,12,0.5555555555555555,0.6666666666666666,0.6666666666666666,0.017415810128608714,0.0,4.862132869797869,0.15713484026367722,0.6316615182665696
2,0.04,0.1,0.6,2,4,2,1,4,16,0.6208333333333333,0.575,0.6208333333333333,0.03173618542681711,-0.028830611456328425,2.661188306184193,0.27012728481217885,0.6294502975138491
4,0.04,0.08,0.6,2,4,1,3,3,19,0.4656084656084656,0.4444444444444444,0.7666666666666666,0.032924275721130936,-0.01662961737232327,5.5954362040557255,0.1562415138649037,0.6278713985286289
2,0.04,0.08,0.55,2,4,1,3,2,9,0.75,0.75,0.75,0.012499291647982563,-0.0067824328827317815,1.8222198280100006,0.25,0.6274628442724514
