trade_date,window,stock_code,stock_name,ts_code,path_source,priority_tag,f32_tier,score_total,score_platform_axis_single,score_industry_axis_single,score_chip_axis_single,f_platform_compress_ratio,label_A_high,label_A_mid,label_A_low,label_C,label_G,ret_t1_close,ret_t2_close,ret_t3_close,buy_date,signal_triggered,signal_type,signal_time,signal_price,signal_reason,non_trigger_reason
20251229,confirm,000811.SZ,冰轮环境,000811.SZ,B,0,supplement,0.7288474423817088,0.5467153284671533,0.2031505531505531,0.8580593069994565,0.4738738738738742,0,0,0,1,0,0.0135062128579146,0.0005402485143164,0.0070232306861155,20251230,1,pullback_confirm,2025-12-29 13:50:00,18.84,"pullback_reclaim_support(support=18.757,drawdown=1.619%)",
20251231,main,000792.SZ,盐湖股份,000792.SZ,B,0,supplement,0.7190953087827643,0.6497060016220599,0.1684944684944685,0.7981980474499177,0.3438697318007662,0,1,0,0,0,0.0237937871777924,0.0697290152015861,0.0637805684071379,20260105,0,,,,,no_v1_1_pattern_triggered
20260105,main,000962.SZ,东方钽业,000962.SZ,A,1,strict_f3,0.8682053157053157,0.6101378751013787,0.7796176046176047,0.8640323553789887,0.3846153846153847,1,0,0,0,0,0.0670475045099219,0.05832832230908,0.0643415514131089,20260106,1,range_break_confirm,2026-01-05 14:55:00,33.27,"range_break_v11(path=A,width=0.820%,vol_ratio=1.65)",
20260114,main,000978.SZ,桂林旅游,000978.SZ,B,0,supplement,0.7079085510551667,0.6155768450932684,0.4871693121693121,0.7461125625090712,0.545454545454545,0,0,0,1,0,-0.0054421768707483,-0.021768707482993,0.0095238095238094,20260115,1,pullback_confirm,2026-01-14 14:20:00,7.27,"pullback_reclaim_support(support=7.234,drawdown=0.683%)",
20260122,main,600888.SH,新疆众和,600888.SH,B,0,supplement,0.7053198614399399,0.6653588807785887,0.6702380952380952,0.6880746666282826,0.4575163398692807,0,0,1,0,0,0.0211817168338905,0.0278706800445931,0.0167224080267556,20260123,1,pullback_confirm,2026-01-22 13:55:00,8.92,"pullback_reclaim_support(support=8.899,drawdown=0.446%)",
20260126,main,000923.SZ,河钢资源,000923.SZ,B,0,supplement,0.7075331482331866,0.5966849148418492,0.457034632034632,0.7981917380670498,0.4401650618982117,0,0,0,1,0,-0.0248833592534992,0.0038880248833592,0.0272161741835148,20260127,1,pullback_confirm,2026-01-26 11:25:00,26.01,"pullback_reclaim_support(support=25.825,drawdown=1.812%)",
20260127,main,603124.SH,江南新材,603124.SH,B,0,supplement,0.7573250621842691,0.6120539334955393,0.4639129389129389,0.8949437313402401,0.4177170868347338,0,0,0,1,0,0.0111353939015506,0.0299719013424912,0.0311166614632114,20260128,0,,,,,no_v1_1_pattern_triggered
20260128,main,600201.SH,生物股份,600201.SH,B,0,supplement,0.7315562639553391,0.5488442822384427,0.2658850408850409,0.9058507591051232,0.4816955684007706,0,0,0,1,0,-0.0155412647374061,-0.032690246516613,-0.127545551982851,20260129,1,pullback_confirm,2026-01-28 13:15:00,18.79,"pullback_reclaim_support(support=18.760,drawdown=1.053%)",
20260129,main,603162.SH,海通发展,603162.SH,B,0,supplement,0.761744066759944,0.635654906731549,0.213059163059163,0.8846641693025733,0.493449781659388,0,0,0,0,1,0.0696378830083566,0.0111420612813371,0.0132311977715877,20260130,0,,,,,no_v1_1_pattern_triggered
20260130,main,001210.SZ,金房能源,001210.SZ,B,0,supplement,0.7934678315759737,0.6438868613138685,0.3127104377104377,0.9012471346885312,0.3625450180072029,0,0,0,0,1,-0.015481171548117,-0.0284518828451882,0.001255230125523,20260202,1,pullback_confirm,2026-01-30 14:10:00,23.91,"pullback_reclaim_support(support=23.854,drawdown=1.726%)",
20260204,main,601096.SH,宏盛华源,601096.SH,B,0,supplement,0.7763360794168265,0.6669201135442011,0.5741341991341992,0.8267264678611312,0.374269005847953,0,0,0,1,0,-0.0621019108280255,-0.071656050955414,-0.054140127388535,20260205,0,,,,,no_v1_1_pattern_triggered
20260210,main,603186.SH,华正新材,603186.SH,B,0,supplement,0.7851621590964384,0.6525547445255473,0.734066859066859,0.8613053585372789,0.3422867513611617,0,1,0,0,0,0.0241796200345423,0.0310880829015545,0.0619104556928391,20260211,0,,,,,no_v1_1_pattern_triggered
20260211,main,002859.SZ,洁美科技,002859.SZ,A,1,supplement,0.8503198653198654,0.6786699107866991,0.5754449254449254,,0.3346425765907304,0,0,1,0,0,0.0036585365853658,-0.0017073170731707,0.0780487804878049,20260212,1,range_break_confirm,2026-02-11 14:35:00,41.11,"range_break_v11(path=A,width=0.935%,vol_ratio=1.40)",
20260213,main,603163.SH,圣晖集成,603163.SH,B,0,supplement,0.7060990382604369,0.4997668288726682,0.4963203463203463,0.8818336194146669,0.4796158724406595,0,1,0,0,0,0.0423591249903376,0.0053335394604623,0.1058978124758442,20260224,0,,,,,no_v1_1_pattern_triggered
20260304,main,001278.SZ,一彬科技,001278.SZ,B,0,supplement,0.7683834099342954,0.6711171938361719,0.3615560365560365,0.8365229003009552,0.3692307692307693,0,0,0,1,0,-0.067022086824067,-0.0769230769230769,-0.0963442498095963,20260305,0,,,,,no_v1_1_pattern_triggered
20260316,main,603929.SH,亚翔集成,603929.SH,B,0,supplement,0.7037734747483323,0.5468268450932684,0.2617243867243867,0.72866507972493,0.4961832061068701,1,0,0,0,0,0.0531520395550062,0.1241038318912235,0.0846724351050678,20260317,0,,,,,no_v1_1_pattern_triggered
20260319,main,601088.SH,中国神华,601088.SH,A,1,strict_f3,0.8350986050986051,0.5678223844282237,0.4290163540163541,0.5948427092442055,0.5058365758754862,0,0,0,1,0,0.0193375848590824,0.0183089899197697,-0.0026743468422135,20260320,1,range_break_confirm,2026-03-19 13:05:00,49.25,"range_break_v11(path=A,width=0.927%,vol_ratio=3.18)",
20260320,main,002309.SZ,中利集团,002309.SZ,A,1,strict_f3,0.890508463008463,0.6369525547445254,0.618867243867244,0.7262731039164955,0.4404761904761904,1,0,0,0,0,0.0,0.1002386634844869,0.2100238663484486,20260323,0,,,,,no_v1_1_pattern_triggered
20260323,main,601908.SH,京运通,601908.SH,A,1,strict_f3,0.8608152958152958,0.5837793998377939,0.5268278018278018,0.5400042102535868,0.5636363636363643,1,0,0,0,0,0.0392609699769053,0.0554272517321017,0.161662817551963,20260324,1,pullback_confirm,2026-03-23 14:55:00,4.33,"pullback_reclaim_support(support=4.300,drawdown=2.257%)",
20260326,main,002655.SZ,共达电声,002655.SZ,B,0,supplement,0.6858305789679136,0.63867599351176,0.3667869167869168,0.6990260220060719,0.3698175787728027,0,0,1,0,0,0.0085665334094802,-0.0005711022272987,0.0336950314106225,20260327,1,pullback_confirm,2026-03-26 13:05:00,17.57,"pullback_reclaim_support(support=17.540,drawdown=0.958%)",
20260327,main,000890.SZ,法尔胜,000890.SZ,B,0,supplement,0.6921524921490975,0.5479825628548256,0.5425204425204425,0.8223861582215698,0.4230343300110742,1,0,0,0,0,0.0630824372759857,0.1060931899641577,0.0967741935483872,20260330,0,,,,,no_v1_1_pattern_triggered
