trade_date,stock_code,stock_name,ts_code,label_class,label_A_high,label_A_mid,label_A_low,label_C,label_G,path_source,in_C2A,in_ech2_s2,in_mainline_current,mainline_channel,score_total,score_platform_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,f_strength_rs20_xsec_q,rank_global_after_merge,ret_t1_close,ret_t2_close,ret_t3_close
20260202,600219.SH,南山铝业,600219.SH,G,0,0,0,0,1,,False,False,False,none,,0.18524498886414253,0.1858674490292575,0.704444494919104,0.706806282722513,0.9229640498899486,,0.002936857562408246,0.011747430249632984,-0.03083700440528636
20260202,600316.SH,洪都航空,600316.SH,A,1,0,0,0,0,B,True,False,True,main_channel,0.6890983110365019,0.6538641425389754,0.18649613325401548,0.8915878599462825,0.3434420015163004,0.921496698459281,4.0,0.005897617362585539,0.060627506487379135,0.08280254777070062
20260202,600330.SH,天通股份,600330.SH,A,1,0,0,0,0,,False,False,False,none,,0.3155178173719376,0.3631496403655833,0.8381743179342249,0.6393034825870644,0.7659574468085106,,0.07843137254901977,0.1862745098039218,0.1204481792717087
20260202,600331.SH,宏达股份,600331.SH,A,1,0,0,0,0,,False,False,False,none,,0.265902004454343,0.03405034881834406,0.7418773006526382,0.6514084507042254,0.8242846661775495,,0.0819783197831978,0.11314363143631434,0.10636856368563685
20260202,600345.SH,长江通信,600345.SH,A,0,0,1,0,0,,False,False,False,none,,0.5500668151447661,0.38097588015791467,0.7210051427898854,0.4208819714656289,0.6280264123257521,,0.010486689970422125,-0.002151115891368627,-0.022317827372949628
20260202,600796.SH,钱江生化,600796.SH,A,0,1,0,0,0,,False,False,False,none,,0.4043624721603563,0.1865366935265805,0.6539517621969201,0.6631578947368418,0.752017608217168,,0.007633587786259444,0.012213740458015376,0.11297709923664123
20260202,600828.SH,茂业商业,600828.SH,C,0,0,0,1,0,,False,False,False,none,,0.5078452115812917,0.25860553782921425,0.8141520352653434,0.45396825396825413,0.9442406456346295,,-0.024113475177305,0.0028368794326241176,0.10354609929078018
20260202,600869.SH,远东股份,600869.SH,A,1,0,0,0,0,,False,False,False,none,,0.33484409799554565,0.7129481910118436,0.8423992430359428,0.5818815331010452,0.9856933235509905,,0.0884297520661157,0.10991735537190084,0.0768595041322313
20260202,600966.SH,博汇纸业,600966.SH,A,0,1,0,0,0,,False,False,False,none,,0.3601113585746102,0.11738142880320156,0.9368925739345657,0.6149732620320857,0.776595744680851,,-0.004081632653061162,0.05034013605442178,0.004081632653061273
20260202,601163.SH,三角轮胎,601163.SH,G,0,0,0,0,1,,False,False,False,none,,0.39542873051224936,0.4924557893029041,0.5907918497753312,0.6233333333333329,0.7483492296404989,,0.007184846505551956,0.01894186806009146,0.016329196603527052
20260202,601339.SH,百隆东方,601339.SH,A,0,1,0,0,0,,False,False,False,none,,0.3282293986636971,0.12750797685360446,0.9054556223825867,0.6243654822335025,0.8723404255319149,,-0.00591715976331364,0.010355029585798814,0.07100591715976345
