trade_date,stock_code,stock_name,ts_code,input_tier,path_source,in_C2A,in_ech2_s2,in_mainline_current,score_total,score_platform_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,f_strength_rs20_xsec_q,rank_global_after_merge,label_A_high,label_A_mid,label_A_low,label_C,label_G,ret_t1_close,ret_t2_close,ret_t3_close
20260310,002169.SZ,智光电气,002169.SZ,main_channel,A,True,False,True,0.8783751632168577,0.588001113585746,0.9758328375966686,0.9744594930483583,0.40555555555555556,0.9097578870139399,1.0,0,0,0,1,0,-0.02331288343558291,-0.021472392638036908,-0.04723926380368104
20260311,000688.SZ,国城矿业,000688.SZ,main_channel,B,True,False,True,0.6616023677143482,0.5650055679287305,0.19011951760315832,0.8883173133296486,0.41384388807069206,0.9424486803519062,3.0,0,0,0,1,0,0.015211267605633738,0.025352112676056304,0.014929577464788846
20260312,600796.SH,钱江生化,600796.SH,main_channel,B,True,False,True,0.7520409198223665,0.7100612472160356,0.43944351306040774,0.9027038446405514,0.4347826086956526,0.751466275659824,3.0,0,0,0,1,0,-0.004237288135593209,-0.025423728813559254,-0.012711864406779627
20260313,600096.SH,云天化,600096.SH,main_channel,B,True,False,True,0.6532184298859813,0.5118318485523384,0.7342355740630577,0.8233442711865924,0.4969217238346526,0.9387829912023461,3.0,0,0,0,1,0,-0.06631482331344651,-0.10119320789352904,-0.11151904543368518
20260316,603929.SH,亚翔集成,603929.SH,main_channel,B,True,False,True,0.6906346403568354,0.5182906458797327,0.28530095722243254,0.9346631843969205,0.4961832061068701,0.8915353609380725,3.0,1,0,0,0,0,0.05315203955500625,0.12410383189122354,0.08467243510506783
20260317,601009.SH,南京银行,601009.SH,main_channel,B,True,False,True,0.5669895774872903,0.6083658129175946,0.2795211183819155,0.8079673461291921,0.5396825396825395,0.743956043956044,4.0,0,0,0,1,0,-0.0008673026886383273,-0.005203816131829853,-0.013876843018213347
20260318,000729.SZ,燕京啤酒,000729.SZ,main_channel,B,True,False,True,0.7093041527917613,0.8071993318485523,0.13512654805040292,0.9002267639471802,0.3522012578616344,0.7051282051282052,3.0,0,0,0,1,0,-0.011538461538461608,-0.01692307692307693,-0.06461538461538463
20260319,601088.SH,中国神华,601088.SH,main_channel,A,True,False,True,0.8508411500790565,0.5377115812917594,0.46567248931912825,0.9987319435255608,0.5058365758754862,0.9395382924148039,1.0,0,0,0,1,0,0.019337584859082435,0.018308989919769703,-0.0026743468422135708
20260320,601898.SH,中煤能源,601898.SH,main_channel,A,True,False,True,0.7833992212427668,0.5064476614699331,0.252514736899032,0.9661940782349423,0.46121883656509677,0.976181751557347,1.0,0,0,0,1,0,-0.02738283307003686,-0.03528172722485512,-0.08214849921011047
20260323,601908.SH,京运通,601908.SH,main_channel,A,True,False,True,0.8700602996052135,0.5508351893095768,0.5619017359796658,0.9760319576907811,0.5636363636363643,0.9501831501831501,1.0,1,0,0,0,0,0.03926096997690531,0.05542725173210172,0.161662817551963
20260324,000883.SZ,湖北能源,000883.SZ,main_channel,A,True,False,True,0.853697878687196,0.5717371937639197,0.8157414417824888,0.9185697114341221,0.5593220338983054,0.9289116892634665,2.0,0,0,0,0,1,0.04158415841584162,0.04950495049504955,0.03366336633663369
20260325,003816.SZ,中国广核,003816.SZ,main_channel,A,True,False,True,0.877225947758369,0.5490478841870824,0.8623113947325726,0.9513785147820026,0.5593220338983049,0.9483327226090142,2.0,0,0,0,0,1,0.029082774049216997,0.04026845637583909,0.029082774049216997
20260326,002655.SZ,共达电声,002655.SZ,main_channel,B,True,False,True,0.6805798144149168,0.6218708240534521,0.4023646638905413,0.7334779253037084,0.36981757877280275,0.942060872753942,3.0,0,0,1,0,0,0.008566533409480215,-0.0005711022272987254,0.03369503141062258
20260327,000890.SZ,法尔胜,000890.SZ,main_channel,B,True,False,True,0.6843081413207627,0.529259465478842,0.5799375371802499,0.8391051991191574,0.42303433001107427,0.998898678414097,3.0,1,0,0,0,0,0.06308243727598573,0.10609318996415773,0.09677419354838723
20260330,001207.SZ,联科科技,001207.SZ,main_channel,B,True,False,True,0.6344030792223976,0.5718763919821827,0.8729517062354659,0.8958564347152754,0.44483985765124556,0.9662137348512669,4.0,0,0,0,1,0,-0.05843124801524291,-0.031120990790727165,-0.044140997141949745
20260331,600015.SH,华夏银行,600015.SH,main_channel,B,True,False,True,0.641607527291939,0.6716926503340757,0.2842734303174518,0.7111957514404971,0.5,0.9029768467475193,3.0,0,0,0,0,0,0.0027173913043476716,0.017663043478260754,0.005434782608695565
20260401,002382.SZ,蓝帆医疗,002382.SZ,main_channel,B,True,False,True,0.7614112575854652,0.5886024498886414,0.769786652966308,0.9823280720294649,0.4074074074074073,0.9856722997795738,3.0,0,0,0,0,0,-0.031877213695395645,-0.04368358913813475,-0.06493506493506507
20260402,603588.SH,高能环境,603588.SH,main_channel,B,True,False,True,0.6776088560602771,0.49537305122494424,0.2755259315342599,0.8971934964814746,0.4670947030497592,0.967670830271859,3.0,0,0,0,0,0,0.00064516129032266,0.11612903225806459,
20260403,603966.SH,法兰泰克,603966.SH,main_channel,A,True,False,True,0.8424117138067169,0.4737138084632516,0.5022308149910768,0.9496290960781957,0.5197889182058051,0.9445260837619398,1.0,0,0,0,0,0,0.00655498907501828,,
20260408,002733.SZ,雄韬股份,002733.SZ,main_channel,B,True,False,True,0.7633261268140551,0.6384688195991091,0.7954410253636904,0.971,0.3398058252427185,0.9622157006603081,3.0,0,0,0,0,0,,,
