ts_code,event_interval_days
603031.SH,38
603031.SH,17
603031.SH,21
603031.SH,19
603031.SH,27
603031.SH,37
603032.SH,21
603032.SH,19
603032.SH,19
603032.SH,17
603032.SH,39
603032.SH,17
603032.SH,36
603032.SH,28
603033.SH,217
603035.SH,19
603035.SH,25
603035.SH,94
603036.SH,17
603036.SH,19
603036.SH,27
603036.SH,18
603036.SH,28
603036.SH,40
603037.SH,42
603037.SH,27
603037.SH,70
603037.SH,21
603038.SH,92
603038.SH,27
603038.SH,19
603038.SH,80
603038.SH,39
603039.SH,64
603039.SH,17
603039.SH,21
603039.SH,34
603039.SH,36
603039.SH,66
603039.SH,17
603039.SH,69
603040.SH,39
603040.SH,20
603040.SH,17
603040.SH,20
603040.SH,21
603040.SH,40
603040.SH,17
603040.SH,25
603040.SH,35
603040.SH,17
603040.SH,69
603042.SH,21
603042.SH,19
603042.SH,41
603042.SH,17
603042.SH,56
603042.SH,26
603042.SH,19
603042.SH,7
603042.SH,17
603042.SH,21
603042.SH,19
603042.SH,27
603042.SH,17
603043.SH,81
603045.SH,40
603045.SH,42
603045.SH,37
603045.SH,83
603045.SH,21
603045.SH,27
603048.SH,73
603050.SH,22
603050.SH,74
603050.SH,24
603050.SH,29
603051.SH,67
603051.SH,56
603051.SH,17
603051.SH,19
603052.SH,21
603052.SH,51
603052.SH,32
603052.SH,17
603052.SH,22
603052.SH,19
603052.SH,40
603052.SH,23
603055.SH,196
603056.SH,43
603056.SH,19
603056.SH,9
603056.SH,19
603056.SH,27
603056.SH,116
603057.SH,134
603057.SH,19
603057.SH,34
603058.SH,93
603058.SH,29
603058.SH,19
603058.SH,27
603059.SH,61
603059.SH,75
603061.SH,35
603061.SH,17
603061.SH,20
603061.SH,27
603061.SH,49
603061.SH,20
603061.SH,21
603061.SH,17
603061.SH,55
603062.SH,69
603063.SH,38
603063.SH,17
603063.SH,26
603063.SH,17
603063.SH,42
603063.SH,46
603063.SH,20
603063.SH,17
603063.SH,21
603063.SH,57
603063.SH,19
603065.SH,19
603065.SH,240
603067.SH,79
603067.SH,19
603067.SH,23
603067.SH,27
603067.SH,19
603067.SH,17
603067.SH,33
603067.SH,21
603067.SH,19
603067.SH,29
603067.SH,43
603068.SH,21
603068.SH,17
603068.SH,25
603068.SH,17
603068.SH,7
603068.SH,19
603068.SH,20
603068.SH,65
603068.SH,40
603068.SH,7
603069.SH,20
603069.SH,21
603069.SH,40
603069.SH,17
603069.SH,27
603069.SH,7
603069.SH,19
603069.SH,36
603069.SH,19
603069.SH,38
603072.SH,18
603072.SH,45
603072.SH,21
603072.SH,85
603072.SH,33
603076.SH,216
603077.SH,33
603077.SH,12
603077.SH,17
603077.SH,25
603077.SH,14
603077.SH,24
603077.SH,19
603077.SH,17
603077.SH,19
603077.SH,19
603077.SH,28
603077.SH,18
603077.SH,32
603077.SH,20
603078.SH,45
603078.SH,7
603078.SH,18
603078.SH,19
603078.SH,14
603078.SH,19
603078.SH,17
603078.SH,32
603078.SH,35
603078.SH,14
603078.SH,21
603078.SH,7
603078.SH,29
603078.SH,34
603078.SH,23
603079.SH,43
603079.SH,51
603079.SH,83
603079.SH,77
603080.SH,42
603080.SH,27
603080.SH,64
603080.SH,24
603080.SH,46
603081.SH,28
603081.SH,19
603081.SH,17
603081.SH,35
603081.SH,27
603081.SH,21
603081.SH,41
603081.SH,24
603083.SH,20
603083.SH,21
603083.SH,20
603083.SH,20
603083.SH,17
603083.SH,19
603083.SH,17
603083.SH,38
603083.SH,22
603083.SH,17
603083.SH,19
603083.SH,22
603083.SH,42
603083.SH,22
603085.SH,77
603085.SH,113
603085.SH,25
603085.SH,17
603086.SH,28
603086.SH,17
603086.SH,42
603086.SH,59
603086.SH,101
603086.SH,49
603087.SH,19
603087.SH,20
603087.SH,29
603087.SH,7
603087.SH,17
603087.SH,19
603087.SH,19
603087.SH,87
603087.SH,8
603087.SH,7
603087.SH,12
603087.SH,8
603087.SH,71
603088.SH,17
603088.SH,19
603088.SH,34
603088.SH,17
603088.SH,41
603088.SH,27
603088.SH,20
603088.SH,28
603089.SH,24
603089.SH,19
603089.SH,21
603090.SH,23
603090.SH,19
603090.SH,17
603090.SH,27
603090.SH,55
603090.SH,17
603090.SH,21
603090.SH,28
603090.SH,54
603091.SH,188
603093.SH,19
603093.SH,19
603093.SH,31
603093.SH,34
603093.SH,35
603093.SH,68
603093.SH,60
603093.SH,19
603095.SH,23
603095.SH,29
603097.SH,21
603097.SH,35
603097.SH,22
603097.SH,19
603097.SH,25
603098.SH,58
603098.SH,75
603098.SH,43
603098.SH,14
603098.SH,19
603099.SH,20
603099.SH,19
603099.SH,30
603099.SH,15
603099.SH,19
603099.SH,41
603099.SH,31
603099.SH,27
603099.SH,28
603100.SH,31
603100.SH,14
603100.SH,19
603100.SH,51
603100.SH,53
603100.SH,17
603100.SH,35
603101.SH,17
603101.SH,43
603101.SH,25
603101.SH,35
603101.SH,24
603103.SH,45
603103.SH,45
603103.SH,7
603103.SH,77
603103.SH,44
603103.SH,20
603105.SH,39
603105.SH,69
603105.SH,11
603105.SH,12
603105.SH,33
603105.SH,8
603106.SH,27
603106.SH,17
603106.SH,21
603106.SH,88
603106.SH,17
603106.SH,45
603108.SH,27
603108.SH,18
603108.SH,19
603108.SH,19
603108.SH,21
603108.SH,66
603108.SH,19
603108.SH,21
603108.SH,27
603108.SH,18
603108.SH,33
603109.SH,21
603109.SH,19
603109.SH,21
603109.SH,17
603109.SH,97
603109.SH,60
603110.SH,85
603110.SH,16
603110.SH,12
603110.SH,23
603110.SH,27
603110.SH,76
603110.SH,19
603110.SH,35
603110.SH,8
603112.SH,21
603112.SH,33
603112.SH,17
603112.SH,28
603112.SH,21
603112.SH,34
603112.SH,20
603112.SH,19
603112.SH,17
603112.SH,25
603112.SH,23
603112.SH,49
603113.SH,28
603113.SH,170
603113.SH,35
603115.SH,50
603115.SH,30
603115.SH,66
603115.SH,17
603115.SH,27
603115.SH,19
603117.SH,289
603118.SH,19
603118.SH,22
603118.SH,19
603118.SH,21
603118.SH,15
603118.SH,19
603118.SH,17
603118.SH,56
603118.SH,26
603118.SH,17
603118.SH,14
603118.SH,19
603118.SH,27
603118.SH,15
603118.SH,21
603119.SH,34
603119.SH,32
603119.SH,17
603119.SH,19
603119.SH,17
603119.SH,19
603119.SH,37
603119.SH,26
603119.SH,29
603119.SH,21
603121.SH,28
603121.SH,20
603121.SH,21
603121.SH,53
603121.SH,17
603121.SH,68
603121.SH,17
603121.SH,21
603121.SH,19
603121.SH,70
603122.SH,17
603122.SH,56
603122.SH,53
603123.SH,17
603123.SH,21
603123.SH,19
603123.SH,35
603123.SH,17
603123.SH,63
603123.SH,46
603123.SH,21
603123.SH,36
603123.SH,28
603123.SH,28
603124.SH,55
603124.SH,21
603124.SH,19
603124.SH,28
603124.SH,31
603125.SH,25
603125.SH,32
603125.SH,105
603125.SH,29
603125.SH,19
603126.SH,83
603126.SH,113
603127.SH,20
603127.SH,21
603127.SH,17
603127.SH,19
603127.SH,20
603127.SH,17
603127.SH,48
603127.SH,41
603127.SH,17
603127.SH,25
603127.SH,69
603128.SH,20
603128.SH,31
603128.SH,7
603128.SH,12
603128.SH,19
603128.SH,36
603128.SH,37
603128.SH,60
603128.SH,71
603129.SH,19
603129.SH,8
603129.SH,19
603129.SH,17
603129.SH,19
603129.SH,20
603129.SH,108
603129.SH,53
603129.SH,42
603129.SH,23
603130.SH,31
603130.SH,26
603130.SH,17
603130.SH,28
603130.SH,33
603130.SH,41
603130.SH,17
603130.SH,25
603130.SH,21
603131.SH,30
603131.SH,25
603131.SH,10
603131.SH,19
603131.SH,17
603131.SH,27
603131.SH,15
603131.SH,19
603131.SH,19
603131.SH,17
603131.SH,21
603131.SH,48
603132.SH,64
603132.SH,35
603135.SH,126
603136.SH,27
603136.SH,163
603138.SH,11
603138.SH,20
603138.SH,32
603138.SH,92
603138.SH,17
603138.SH,27
603138.SH,20
603150.SH,68
603150.SH,21
603150.SH,18
603150.SH,90
603150.SH,41
603150.SH,27
603151.SH,49
603155.SH,85
603155.SH,21
603155.SH,59
603155.SH,43
603156.SH,59
603156.SH,23
603156.SH,21
603156.SH,48
603156.SH,20
603158.SH,19
603158.SH,17
603158.SH,46
603158.SH,9
603158.SH,43
603158.SH,21
603158.SH,20
603158.SH,30
603158.SH,19
603159.SH,91
603160.SH,46
603160.SH,17
603160.SH,10
603160.SH,8
603160.SH,7
603160.SH,13
603160.SH,7
603160.SH,18
603160.SH,27
603160.SH,19
603160.SH,17
603160.SH,52
603160.SH,7
603160.SH,9
603161.SH,143
603162.SH,67
603162.SH,17
603162.SH,21
603162.SH,21
603162.SH,26
603162.SH,15
603162.SH,27
603162.SH,37
603163.SH,17
603163.SH,27
603163.SH,26
603163.SH,21
603163.SH,17
603163.SH,25
603163.SH,21
603163.SH,17
603163.SH,32
603165.SH,50
603165.SH,17
603166.SH,28
603166.SH,19
603166.SH,20
603166.SH,20
603166.SH,15
603166.SH,30
603166.SH,75
603166.SH,20
603166.SH,21
603166.SH,17
603169.SH,20
603169.SH,28
603169.SH,19
603169.SH,28
603169.SH,7
603169.SH,21
603169.SH,24
603169.SH,20
603169.SH,19
603169.SH,25
603169.SH,19
603169.SH,22
603169.SH,36
603169.SH,13
603171.SH,44
603171.SH,21
603171.SH,19
603171.SH,17
603171.SH,49
603171.SH,21
603171.SH,19
603171.SH,17
603171.SH,25
603171.SH,21
603173.SH,43
603173.SH,22
603173.SH,19
603173.SH,24
603173.SH,105
603173.SH,21
603177.SH,41
603178.SH,83
603178.SH,21
603178.SH,17
603178.SH,28
603179.SH,17
603179.SH,26
603179.SH,42
603179.SH,17
603179.SH,19
603179.SH,19
603179.SH,32
603179.SH,31
603179.SH,28
603179.SH,21
603181.SH,28
603181.SH,19
603181.SH,21
603181.SH,19
603181.SH,32
603181.SH,67
603181.SH,17
603181.SH,19
603181.SH,27
603185.SH,19
603185.SH,17
603185.SH,19
603185.SH,19
603185.SH,36
603185.SH,17
603185.SH,19
603185.SH,36
603185.SH,33
603185.SH,44
603186.SH,35
603186.SH,19
603186.SH,17
603186.SH,19
603186.SH,19
603186.SH,17
603186.SH,27
603186.SH,20
603186.SH,22
603186.SH,19
603186.SH,21
603186.SH,17
603186.SH,19
603186.SH,57
603187.SH,43
603187.SH,34
603187.SH,57
603187.SH,50
603188.SH,79
603188.SH,27
603189.SH,54
603189.SH,21
603189.SH,10
603189.SH,19
603189.SH,30
603189.SH,28
603189.SH,19
603189.SH,65
603189.SH,31
603189.SH,38
603190.SH,22
603190.SH,34
603191.SH,17
603191.SH,13
603191.SH,13
603191.SH,16
603191.SH,24
603191.SH,66
603191.SH,19
603191.SH,17
603191.SH,27
603192.SH,33
603192.SH,50
603192.SH,84
603193.SH,21
603193.SH,50
603194.SH,42
603194.SH,42
603194.SH,90
603195.SH,14
603195.SH,46
603195.SH,21
603195.SH,14
603195.SH,44
603195.SH,46
603195.SH,60
603195.SH,20
603196.SH,28
603196.SH,53
603196.SH,28
603196.SH,74
603196.SH,37
603197.SH,47
603197.SH,20
603197.SH,9
603197.SH,19
603197.SH,7
603197.SH,29
603197.SH,93
603197.SH,17
603197.SH,17
603198.SH,19
603198.SH,13
603198.SH,17
603198.SH,12
603198.SH,19
603198.SH,53
603198.SH,10
603198.SH,45
603198.SH,26
603198.SH,9
603199.SH,19
603199.SH,125
603199.SH,22
603200.SH,42
603200.SH,19
603200.SH,19
603200.SH,17
603200.SH,19
603200.SH,17
603200.SH,39
603200.SH,57
603200.SH,12
603200.SH,17
603203.SH,22
603203.SH,45
603203.SH,69
603203.SH,19
603203.SH,30
603203.SH,41
603207.SH,33
603207.SH,18
603207.SH,20
603207.SH,26
603209.SH,18
603209.SH,82
603211.SH,42
603211.SH,29
603211.SH,115
603211.SH,19
603211.SH,21
603211.SH,13
603211.SH,36
603211.SH,19
603212.SH,8
603212.SH,13
603212.SH,69
603212.SH,17
603212.SH,19
603212.SH,21
603212.SH,17
603212.SH,19
603212.SH,42
603214.SH,69
603214.SH,22
603214.SH,153
603215.SH,22
603215.SH,55
603215.SH,17
603215.SH,24
603215.SH,93
603216.SH,69
603216.SH,17
603216.SH,19
603216.SH,21
603217.SH,94
603218.SH,14
603218.SH,23
603218.SH,18
603218.SH,14
603218.SH,23
603218.SH,9
603218.SH,27
603218.SH,69
603218.SH,9
603218.SH,10
603218.SH,21
603218.SH,25
603218.SH,19
603219.SH,20
603219.SH,135
603219.SH,48
603220.SH,56
603220.SH,17
603220.SH,24
603220.SH,7
603220.SH,17
603220.SH,7
603220.SH,48
603220.SH,61
603220.SH,17
603220.SH,19
603220.SH,27
603220.SH,30
603221.SH,40
603221.SH,99
603221.SH,21
603222.SH,19
603222.SH,17
603222.SH,54
603222.SH,41
603222.SH,22
603222.SH,45
603222.SH,33
603223.SH,112
603223.SH,111
603225.SH,19
603225.SH,21
603225.SH,17
603225.SH,19
603225.SH,27
603225.SH,17
603225.SH,19
603225.SH,17
603225.SH,19
603225.SH,21
603225.SH,26
603225.SH,51
603226.SH,36
603226.SH,19
603226.SH,17
603226.SH,28
603226.SH,19
603226.SH,83
603226.SH,48
603226.SH,17
603227.SH,23
603227.SH,9
603227.SH,19
603227.SH,29
603227.SH,112
603227.SH,40
603227.SH,15
603228.SH,20
603228.SH,21
603228.SH,20
603228.SH,17
603228.SH,19
603228.SH,30
603228.SH,45
603228.SH,42
603228.SH,17
603228.SH,62
603228.SH,42
603229.SH,22
603229.SH,17
603229.SH,165
603232.SH,20
603232.SH,44
603232.SH,57
603232.SH,19
603232.SH,20
603232.SH,31
603232.SH,24
603232.SH,17
603232.SH,28
603233.SH,37
603233.SH,41
603233.SH,25
603233.SH,38
603233.SH,27
603233.SH,21
603236.SH,27
603236.SH,14
603236.SH,19
603236.SH,28
603236.SH,8
603236.SH,19
603236.SH,17
603236.SH,27
603236.SH,47
603236.SH,17
603236.SH,18
603236.SH,18
603236.SH,75
603238.SH,43
603238.SH,44
603239.SH,17
603239.SH,39
603239.SH,38
603239.SH,19
603239.SH,22
603239.SH,19
603239.SH,57
603256.SH,19
603256.SH,17
603256.SH,19
603256.SH,17
603256.SH,20
603256.SH,39
603256.SH,30
603256.SH,19
603256.SH,22
603256.SH,17
603256.SH,19
603256.SH,27
603256.SH,20
603258.SH,17
603258.SH,55
603259.SH,19
603259.SH,15
603259.SH,19
603259.SH,10
603259.SH,19
603259.SH,19
603259.SH,17
603259.SH,21
603259.SH,32
603259.SH,45
603259.SH,25
603259.SH,8
603259.SH,30
603259.SH,40
603259.SH,7
603260.SH,17
603260.SH,19
603260.SH,110
603260.SH,25
603260.SH,11
603260.SH,50
603260.SH,19
603266.SH,63
603266.SH,17
603266.SH,19
603266.SH,27
603266.SH,25
603266.SH,80
603266.SH,24
603267.SH,42
603267.SH,7
603267.SH,17
603267.SH,11
603267.SH,14
603267.SH,14
603267.SH,23
603267.SH,28
603267.SH,47
603267.SH,10
603267.SH,13
603267.SH,21
603267.SH,41
603269.SH,19
603269.SH,24
603269.SH,27
603269.SH,57
603269.SH,25
603269.SH,18
603269.SH,40
603270.SH,21
603270.SH,57
603270.SH,15
603270.SH,132
603270.SH,21
603271.SH,52
603271.SH,39
603271.SH,17
603271.SH,45
603273.SH,17
603275.SH,17
603275.SH,39
603275.SH,17
603275.SH,106
603275.SH,19
603278.SH,70
603278.SH,29
603278.SH,25
603278.SH,85
603278.SH,17
603279.SH,80
603279.SH,47
603279.SH,28
603279.SH,57
603280.SH,27
603280.SH,46
603280.SH,34
603280.SH,32
603280.SH,17
603280.SH,41
603281.SH,116
603281.SH,76
603281.SH,51
603283.SH,23
603283.SH,34
603283.SH,17
603283.SH,7
603283.SH,19
603283.SH,19
603283.SH,17
603283.SH,32
603283.SH,17
603283.SH,39
603283.SH,21
603283.SH,22
603283.SH,41
603283.SH,23
603285.SH,34
603285.SH,120
603285.SH,19
603285.SH,31
603286.SH,64
603286.SH,16
603286.SH,19
603286.SH,20
603286.SH,17
603286.SH,41
603286.SH,19
603286.SH,17
603286.SH,19
603286.SH,21
603286.SH,70
603288.SH,20
603288.SH,44
603288.SH,28
603288.SH,7
603288.SH,19
603288.SH,61
603288.SH,37
603288.SH,19
603288.SH,31
603288.SH,29
603288.SH,10
603288.SH,11
603290.SH,15
603290.SH,12
603290.SH,8
603290.SH,8
603290.SH,19
603290.SH,17
603290.SH,27
603290.SH,19
603290.SH,36
603290.SH,22
603290.SH,12
603290.SH,10
603290.SH,27
603290.SH,27
603290.SH,19
603291.SH,51
603296.SH,27
603296.SH,19
603296.SH,17
603296.SH,33
603296.SH,7
603296.SH,22
603296.SH,19
603296.SH,28
603296.SH,34
603296.SH,21
603296.SH,21
603296.SH,31
603296.SH,27
603296.SH,21
603297.SH,29
603297.SH,17
603297.SH,20
603297.SH,81
603297.SH,17
603297.SH,11
603297.SH,17
603297.SH,22
603298.SH,16
603298.SH,20
603298.SH,12
603298.SH,29
603298.SH,17
603298.SH,19
603298.SH,37
603298.SH,47
603298.SH,20
603298.SH,14
603298.SH,14
603298.SH,16
603298.SH,55
603299.SH,147
603299.SH,33
603299.SH,25
603300.SH,46
603300.SH,17
603300.SH,42
603300.SH,34
603300.SH,50
603300.SH,26
603300.SH,19
603300.SH,59
603300.SH,21
603301.SH,27
603301.SH,19
603301.SH,17
603301.SH,40
603301.SH,23
603301.SH,21
603301.SH,27
603301.SH,19
603305.SH,23
603305.SH,34
603305.SH,17
603305.SH,19
603305.SH,124
603305.SH,23
603305.SH,19
603305.SH,72
603306.SH,32
603306.SH,20
603306.SH,19
603306.SH,21
603306.SH,17
603306.SH,20
603306.SH,36
603306.SH,19
603306.SH,26
603306.SH,17
603306.SH,22
603306.SH,19
603306.SH,27
603306.SH,29
603308.SH,20
603308.SH,12
603308.SH,17
603308.SH,18
603308.SH,17
603308.SH,17
603308.SH,15
603308.SH,17
603308.SH,27
603308.SH,19
603308.SH,30
603308.SH,19
603308.SH,21
603308.SH,17
603308.SH,27
603308.SH,34
603309.SH,21
603311.SH,17
603311.SH,69
603312.SH,40
603312.SH,20
603312.SH,60
603312.SH,7
603313.SH,24
603313.SH,77
603313.SH,56
603313.SH,56
603313.SH,37
603315.SH,73
603315.SH,42
603315.SH,63
603315.SH,25
603315.SH,22
603315.SH,28
603315.SH,21
603315.SH,27
603316.SH,21
603316.SH,19
603316.SH,27
603316.SH,17
603316.SH,25
603316.SH,29
603316.SH,24
603316.SH,39
603317.SH,82
603317.SH,86
603318.SH,72
603318.SH,56
603319.SH,19
603319.SH,70
603319.SH,19
603319.SH,17
603319.SH,19
603319.SH,49
603319.SH,17
603319.SH,19
603319.SH,21
603319.SH,26
603319.SH,29
603320.SH,97
603322.SH,20
603322.SH,36
603322.SH,19
603322.SH,17
603322.SH,28
603322.SH,27
603322.SH,37
603322.SH,19
603322.SH,33
603323.SH,13
603323.SH,20
603323.SH,68
603323.SH,65
603323.SH,20
603323.SH,21
603323.SH,58
603323.SH,7
603323.SH,36
603324.SH,114
603325.SH,139
603326.SH,172
603327.SH,99
603327.SH,56
603327.SH,36
603327.SH,40
603328.SH,19
603328.SH,9
603328.SH,19
603328.SH,21
603328.SH,17
603328.SH,71
603328.SH,19
603328.SH,16
603328.SH,12
603328.SH,19
603328.SH,25
603328.SH,33
603330.SH,45
603330.SH,118
603331.SH,101
603331.SH,20
603331.SH,27
603332.SH,69
603332.SH,153
603333.SH,22
603333.SH,20
603333.SH,21
603333.SH,20
603333.SH,109
603333.SH,27
603333.SH,48
603335.SH,89
603335.SH,17
603335.SH,45
603335.SH,120
603336.SH,27
603336.SH,22
603336.SH,17
603336.SH,19
603336.SH,19
603336.SH,37
603336.SH,26
603336.SH,73
603336.SH,21
603337.SH,56
603337.SH,19
603337.SH,17
603337.SH,26
603337.SH,100
603337.SH,22
603337.SH,49
603338.SH,17
603338.SH,29
603338.SH,18
603338.SH,17
603338.SH,19
603338.SH,28
603338.SH,40
603338.SH,17
603338.SH,13
603338.SH,7
603338.SH,34
603338.SH,15
603338.SH,20
603341.SH,28
603341.SH,19
603341.SH,21
603341.SH,17
603341.SH,11
603341.SH,21
603341.SH,17
603341.SH,34
603341.SH,33
603341.SH,35
603341.SH,17
603341.SH,22
603344.SH,30
603344.SH,11
603344.SH,90
603344.SH,21
603345.SH,7
603345.SH,20
603345.SH,19
603345.SH,49
603345.SH,7
603345.SH,17
603345.SH,48
603345.SH,7
603345.SH,7
603345.SH,19
603345.SH,17
603345.SH,21
603345.SH,11
603345.SH,17
603345.SH,22
603345.SH,31
603348.SH,19
603348.SH,20
603350.SH,31
603350.SH,21
603353.SH,132
603353.SH,21
603353.SH,42
603353.SH,19
603353.SH,17
603353.SH,28
603353.SH,27
603355.SH,21
603355.SH,43
603356.SH,43
603358.SH,25
603358.SH,25
603358.SH,20
603358.SH,31
603358.SH,14
603358.SH,39
603358.SH,21
603358.SH,17
603358.SH,47
603359.SH,21
603359.SH,45
603359.SH,22
603359.SH,17
603359.SH,38
603359.SH,28
603359.SH,38
603359.SH,21
603360.SH,33
603360.SH,40
603360.SH,7
603360.SH,17
603360.SH,19
603360.SH,27
603360.SH,17
603360.SH,19
603360.SH,20
603360.SH,38
603360.SH,71
603363.SH,17
603363.SH,28
603363.SH,24
603363.SH,43
603363.SH,45
603363.SH,28
603363.SH,10
603366.SH,19
603366.SH,41
603366.SH,43
603366.SH,71
603366.SH,19
603366.SH,31
603366.SH,24
603366.SH,15
603366.SH,45
603367.SH,17
603367.SH,19
603367.SH,64
603367.SH,29
603367.SH,52
603367.SH,17
603367.SH,69
603368.SH,8
603368.SH,19
603368.SH,24
603368.SH,7
603368.SH,27
603368.SH,29
603368.SH,61
603369.SH,11
603369.SH,20
603369.SH,9
603369.SH,19
603369.SH,63
603369.SH,57
603369.SH,23
603373.SH,34
603373.SH,220
603375.SH,25
603375.SH,30
603375.SH,54
603379.SH,20
603379.SH,20
603379.SH,19
603379.SH,24
603379.SH,7
603379.SH,19
603379.SH,34
603379.SH,30
603379.SH,15
603379.SH,25
603379.SH,17
603379.SH,25
603379.SH,17
603379.SH,27
603380.SH,20
603380.SH,144
603381.SH,134
603381.SH,30
603381.SH,22
603383.SH,44
603383.SH,19
603383.SH,15
603383.SH,17
603383.SH,46
603383.SH,56
603383.SH,42
603383.SH,17
603386.SH,27
603386.SH,19
603386.SH,94
603386.SH,26
603386.SH,21
603386.SH,36
603390.SH,43
603390.SH,137
603390.SH,18
603391.SH,29
603391.SH,21
603391.SH,57
603391.SH,32
603392.SH,17
603392.SH,56
603392.SH,28
603392.SH,19
603392.SH,30
603392.SH,22
603392.SH,69
603392.SH,83
603393.SH,51
603393.SH,55
603393.SH,11
603393.SH,17
603393.SH,69
603393.SH,8
603393.SH,20
603393.SH,27
603395.SH,70
603395.SH,80
603395.SH,38
603396.SH,47
603396.SH,24
603396.SH,21
603396.SH,27
603396.SH,21
603396.SH,19
603396.SH,48
603399.SH,17
603399.SH,19
603399.SH,50
603399.SH,22
603399.SH,19
603399.SH,37
603399.SH,21
603399.SH,40
603399.SH,30
603416.SH,57
603416.SH,26
603416.SH,19
603416.SH,17
603416.SH,28
603416.SH,27
603416.SH,34
603416.SH,30
603421.SH,49
603421.SH,43
603421.SH,17
603421.SH,28
603421.SH,19
603439.SH,42
603444.SH,21
603444.SH,20
603444.SH,26
603444.SH,15
603444.SH,19
603444.SH,17
603444.SH,19
603444.SH,77
603444.SH,8
603444.SH,21
603444.SH,22
603456.SH,8
603456.SH,20
603456.SH,21
603456.SH,17
603456.SH,19
603456.SH,20
603456.SH,17
603456.SH,19
603456.SH,27
603456.SH,17
603456.SH,53
603456.SH,7
603456.SH,74
603458.SH,25
603458.SH,133
603458.SH,21
603458.SH,78
603466.SH,31
603466.SH,30
603466.SH,21
603466.SH,7
603466.SH,19
603466.SH,64
603466.SH,30
603466.SH,42
603466.SH,32
603466.SH,25
603477.SH,34
603477.SH,19
603477.SH,30
603477.SH,20
603477.SH,126
603477.SH,22
603477.SH,29
603477.SH,33
603486.SH,46
603486.SH,17
603486.SH,19
603486.SH,19
603486.SH,18
603486.SH,19
603486.SH,70
603486.SH,22
603486.SH,12
603486.SH,17
603486.SH,75
603488.SH,166
603488.SH,57
603489.SH,77
603489.SH,73
603489.SH,19
603489.SH,19
603489.SH,44
603489.SH,48
603496.SH,32
603496.SH,17
603496.SH,19
603496.SH,19
603496.SH,17
603496.SH,21
603496.SH,68
603496.SH,7
603496.SH,34
603496.SH,25
603496.SH,33
603499.SH,19
603499.SH,71
603499.SH,19
603499.SH,35
603499.SH,18
603499.SH,47
603500.SH,21
603500.SH,44
603500.SH,27
603500.SH,76
603501.SH,27
603501.SH,20
603501.SH,23
603501.SH,26
603501.SH,9
603501.SH,20
603501.SH,19
603501.SH,69
603501.SH,17
603501.SH,12
603501.SH,17
603501.SH,34
603505.SH,18
603505.SH,7
603505.SH,17
603505.SH,30
603505.SH,9
603505.SH,45
603505.SH,16
603505.SH,12
603505.SH,7
603505.SH,30
603506.SH,68
603506.SH,119
603507.SH,21
603507.SH,37
603507.SH,19
603507.SH,17
603507.SH,28
603507.SH,49
603507.SH,36
603507.SH,25
603507.SH,17
603507.SH,32
603507.SH,17
603507.SH,19
603508.SH,28
603508.SH,27
603508.SH,20
603508.SH,12
603508.SH,17
603508.SH,68
603508.SH,27
603508.SH,17
603516.SH,20
603516.SH,15
603516.SH,19
603516.SH,17
603516.SH,25
603516.SH,17
603516.SH,33
603516.SH,19
603516.SH,22
603516.SH,17
603516.SH,21
603518.SH,20
603518.SH,45
603518.SH,7
603518.SH,19
603518.SH,22
603518.SH,62
603518.SH,24
603518.SH,41
603520.SH,35
603520.SH,23
603520.SH,17
603520.SH,57
603520.SH,71
603520.SH,65
603527.SH,32
603527.SH,32
603527.SH,32
603527.SH,21
603527.SH,69
603527.SH,49
603528.SH,43
603528.SH,21
603528.SH,86
603528.SH,19
603528.SH,19
603528.SH,21
603529.SH,17
603529.SH,25
603529.SH,9
603529.SH,81
603529.SH,57
603529.SH,7
603529.SH,7
603529.SH,56
603529.SH,7
603530.SH,35
603530.SH,34
603530.SH,31
603530.SH,19
603530.SH,30
603530.SH,19
603530.SH,20
603530.SH,17
603530.SH,27
603530.SH,19
603533.SH,27
603533.SH,10
603533.SH,19
603533.SH,41
603533.SH,7
603533.SH,59
603533.SH,8
603533.SH,19
603533.SH,41
603533.SH,21
603533.SH,22
603533.SH,56
603535.SH,21
603535.SH,30
603535.SH,35
603535.SH,19
603535.SH,117
603536.SH,70
603536.SH,53
603536.SH,21
603536.SH,17
603538.SH,19
603538.SH,19
603538.SH,18
603538.SH,19
603538.SH,56
603538.SH,9
603538.SH,74
603538.SH,48
603538.SH,8
603538.SH,17
603556.SH,25
603556.SH,48
603556.SH,28
603556.SH,17
603556.SH,29
603556.SH,18
603556.SH,14
603556.SH,17
603556.SH,34
603565.SH,12
603565.SH,17
603565.SH,19
603565.SH,12
603565.SH,17
603565.SH,33
603565.SH,48
603565.SH,44
603565.SH,14
603565.SH,19
603565.SH,17
603565.SH,11
603566.SH,59
603568.SH,19
603568.SH,30
603568.SH,21
603568.SH,21
603568.SH,29
603568.SH,25
603568.SH,17
603568.SH,28
603569.SH,25
603577.SH,108
603577.SH,61
603577.SH,28
603577.SH,29
603579.SH,41
603579.SH,19
603579.SH,17
603579.SH,19
603579.SH,20
603579.SH,125
603579.SH,17
603583.SH,46
603583.SH,20
603583.SH,7
603583.SH,17
603583.SH,19
603583.SH,17
603583.SH,80
603583.SH,24
603583.SH,21
603583.SH,28
603585.SH,116
603585.SH,79
603585.SH,42
603585.SH,36
603586.SH,41
603586.SH,39
603588.SH,10
603588.SH,18
603588.SH,26
603588.SH,9
603588.SH,19
