signal_date,entry_date,exit_date,hold_bars,ts_code,name,setup_type,signal_score,single_peak_dense_score,trigger_price,stop_loss,entry_price,exit_price,exit_reason,pnl_pct,r_multiple,risk_pct,hit_1r,hit_2r,hit_3r,ambiguous_intrabar,volume_ratio,platform_range,chip_concentration,chip_low_position
20260112,20260113,20260113,1,603022.SH,新通联,breakout,62.75,0.7679,10.96,10.79,10.96,10.96,intrabar_mid,0.0,0.0,0.015510948905109644,1,1,0,1,1.84,12.66,5.29,48.76
20260112,20260113,20260119,5,603045.SH,福达合金,breakout,70.94,0.5022,23.07,22.53,23.07,24.0,time_exit,0.04031209362808852,1.7222222222222243,0.023407022106631953,1,1,1,0,2.88,17.49,9.22,53.01
20260112,20260113,20260119,5,603150.SH,万朗磁塑,breakout,66.63,0.4663,42.39,40.96,42.39,44.7,time_exit,0.0544939844302903,1.6153846153846172,0.03373437131398914,1,1,0,0,3.17,13.63,7.95,57.23
20260112,20260113,20260114,2,603173.SH,福斯达,breakout,68.4,0.3887,45.36,44.0,45.45,44.0,stop_loss,-0.03190319031903199,-1.0,0.031903190319031965,0,0,0,0,1.4,11.75,8.42,27.72
20260112,20260113,20260113,1,603726.SH,朗迪集团,pullback,58.55,0.218,25.65,24.72,25.65,24.72,stop_loss,-0.03625730994152043,-1.0,0.03625730994152046,0,0,0,0,1.55,19.73,9.55,54.16
20260113,20260114,20260120,5,600482.SH,中国动力,breakout,61.29,0.1218,24.24,23.63,24.24,25.37,time_exit,0.046617161716171696,1.8524590163934485,0.025165016501650143,1,1,0,0,2.29,16.05,9.15,50.15
20260113,20260114,20260114,1,603206.SH,嘉环科技,breakout,61.23,0.3485,18.6,18.47,18.6,18.6,intrabar_mid,0.0,0.0,0.006989247311828094,1,1,1,1,2.88,11.21,6.92,42.92
20260113,20260114,20260115,2,603602.SH,纵横通信,breakout,60.77,0.3943,16.54,16.4,16.84,16.4,stop_loss,-0.026128266033254244,-1.0,0.026128266033254233,1,1,0,0,6.63,14.57,7.35,45.92
20260113,20260114,20260120,5,605488.SH,福莱新材,pullback,59.66,0.4062,37.2,35.51,37.2,41.05,time_exit,0.10349462365591378,2.2781065088757297,0.04543010752688185,1,1,1,0,1.86,17.13,9.06,39.33
20260114,20260115,20260121,5,001202.SZ,炬申股份,pullback,59.66,0.2384,18.88,17.68,18.88,20.19,time_exit,0.0693855932203391,1.0916666666666692,0.06355932203389827,1,0,0,0,4.78,20.78,11.55,66.58
20260114,20260115,20260116,2,600088.SH,中视传媒,pullback,57.82,0.2948,18.52,17.91,18.52,17.91,stop_loss,-0.032937365010799136,-1.0,0.03293736501079911,0,0,0,0,3.17,15.1,7.46,45.34
20260114,20260115,20260121,5,600768.SH,宁波富邦,pullback,58.7,0.277,15.23,14.94,15.23,16.03,time_exit,0.05252790544977026,2.758620689655166,0.019041365725541753,1,1,1,0,1.5,13.91,11.06,55.57
20260114,20260115,20260119,3,603045.SH,福达合金,pullback,59.35,0.4783,24.11,23.53,24.31,23.53,stop_loss,-0.03208556149732611,-1.0,0.0320855614973261,0,0,0,0,1.96,23.32,12.06,54.72
20260114,20260115,20260120,4,603150.SH,万朗磁塑,pullback,59.97,0.4423,44.04,42.92,44.04,42.92,stop_loss,-0.025431425976385036,-1.0,0.025431425976385046,1,0,0,0,1.26,18.74,10.01,55.09
20260114,20260115,20260121,5,603356.SH,华菱精工,pullback,57.59,0.2006,16.8,16.0,16.8,18.2,time_exit,0.08333333333333326,1.7499999999999967,0.04761904761904766,1,1,0,0,1.21,21.45,11.31,55.8
20260114,20260115,20260121,5,603966.SH,法兰泰克,pullback,52.6,0.1496,13.6,13.3,13.6,13.3,stop_loss,-0.022058823529411686,-1.0,0.022058823529411686,1,1,1,0,1.13,23.82,11.91,51.45
20260114,20260115,20260121,5,605488.SH,福莱新材,pullback,58.81,0.3988,37.2,36.5,37.28,40.45,time_exit,0.08503218884120178,4.06410256410256,0.02092274678111591,1,1,1,0,1.45,18.57,9.54,40.88
20260115,20260116,20260122,5,000021.SZ,深科技,breakout,65.73,0.5359,28.13,27.79,28.8,31.51,time_exit,0.09409722222222228,2.68316831683168,0.0350694444444445,1,1,1,0,2.17,13.89,9.65,52.31
20260115,20260116,20260120,3,001202.SZ,炬申股份,pullback,56.84,0.1764,19.08,18.1,19.08,18.1,stop_loss,-0.05136268343815498,-1.0,0.05136268343815498,1,0,0,0,2.95,20.78,11.55,64.56
20260115,20260116,20260122,5,600584.SH,长电科技,pullback,59.68,0.3013,43.99,41.47,45.0,49.4,time_exit,0.09777777777777774,1.246458923512747,0.07844444444444447,1,1,0,0,2.02,19.46,10.22,43.31
20260115,20260116,20260122,5,603012.SH,创力集团,pullback,51.58,0.1376,7.14,7.02,7.17,7.64,time_exit,0.06555090655509055,3.1333333333333244,0.02092050209205026,1,1,1,0,0.94,22.36,12.29,50.98
20260115,20260116,20260119,2,603036.SH,如通股份,breakout,64.27,0.4056,22.66,22.26,22.66,22.26,stop_loss,-0.0176522506619593,-1.0,0.017652250661959336,1,0,0,0,1.39,14.15,8.07,64.7
20260115,20260116,20260116,1,603045.SH,福达合金,pullback,59.83,0.4265,24.32,23.65,24.32,23.65,stop_loss,-0.027549342105263275,-1.0,0.027549342105263226,0,0,0,0,1.37,23.32,12.45,55.98
20260115,20260116,20260120,3,603150.SH,万朗磁塑,pullback,57.12,0.4363,44.29,43.31,44.34,43.31,stop_loss,-0.023229589535408213,-1.0,0.023229589535408234,1,0,0,0,0.96,18.74,10.36,56.15
20260115,20260116,20260122,5,603285.SH,键邦股份,pullback,59.92,0.2663,27.48,26.87,27.84,29.69,time_exit,0.06645114942528751,1.9072164948453645,0.03484195402298847,1,1,1,0,3.4,13.27,6.6,27.27
20260115,20260116,20260116,1,603356.SH,华菱精工,breakout,56.43,0.193,17.58,17.35,17.58,17.35,stop_loss,-0.013083048919226181,-1.0,0.013083048919226218,0,0,0,0,2.0,21.45,12.38,52.11
20260115,20260116,20260122,5,603500.SH,祥和实业,pullback,67.98,0.2543,12.53,12.39,12.59,13.7,time_exit,0.08816521048451142,5.550000000000017,0.01588562351072274,1,1,1,0,0.82,10.68,8.46,62.71
20260115,20260116,20260122,5,605488.SH,福莱新材,pullback,59.45,0.3934,37.93,37.2,37.93,44.5,time_exit,0.1732138149222251,9.000000000000039,0.019245979435802713,1,1,1,0,1.05,20.18,10.02,42.42
20260116,20260119,20260120,2,001202.SZ,炬申股份,pullback,57.42,0.3598,19.01,18.54,19.01,18.4,gap_stop,-0.032088374539716136,-1.2978723404255317,0.024723829563387815,1,1,0,0,1.83,21.48,11.55,64.56
20260116,20260119,20260123,5,001319.SZ,铭科精技,breakout,72.71,0.6286,28.25,27.41,28.4,29.98,time_exit,0.055633802816901445,1.5959595959596002,0.03485915492957741,1,1,1,0,2.47,8.74,5.74,42.57
20260116,20260119,20260119,1,603002.SH,宏昌电子,pullback,59.89,0.16,8.08,7.98,8.08,7.98,stop_loss,-0.012376237623762387,-1.0,0.012376237623762332,0,0,0,0,2.65,13.07,8.55,40.26
20260116,20260119,20260119,1,603036.SH,如通股份,pullback,63.74,0.4066,22.8,22.42,22.85,22.42,stop_loss,-0.018818380743982455,-1.0,0.018818380743982482,0,0,0,0,1.13,15.94,8.3,65.38
20260116,20260119,20260120,2,603150.SH,万朗磁塑,pullback,60.58,0.4325,44.4,43.7,44.66,43.7,stop_loss,-0.02149574563367651,-1.0,0.02149574563367653,1,0,0,0,0.63,18.74,10.36,56.15
20260116,20260119,20260119,1,603285.SH,键邦股份,pullback,58.25,0.2397,28.49,27.84,28.49,28.49,intrabar_mid,0.0,0.0,0.022815022815022765,1,1,1,1,2.67,14.13,8.19,31.78
20260116,20260119,20260123,5,603291.SH,联合水务,breakout,67.02,0.2809,11.68,11.28,11.68,11.75,time_exit,0.0059931506849315586,0.17500000000000054,0.034246575342465786,0,0,0,0,1.63,16.42,9.26,32.62
20260116,20260119,20260123,5,603320.SH,迪贝电气,pullback,60.1,0.1937,20.7,20.31,20.7,23.03,time_exit,0.11256038647343014,5.97435897435897,0.018840579710144956,1,1,1,0,3.76,12.79,7.83,45.15
20260116,20260119,20260123,5,603500.SH,祥和实业,breakout,73.41,0.2505,12.96,12.7,12.96,14.01,time_exit,0.08101851851851838,4.03846153846151,0.02006172839506185,1,1,1,0,1.39,10.21,8.46,62.71
20260116,20260119,20260123,5,603690.SH,至纯科技,breakout,62.73,0.2664,34.23,33.33,34.58,34.23,time_exit,-0.010121457489878583,-0.28000000000000114,0.03614806246385194,0,0,0,0,2.73,12.06,8.17,43.77
20260119,20260120,20260126,5,000591.SZ,太阳能,pullback,57.2,0.3599,5.08,4.95,5.08,5.59,time_exit,0.10039370078740162,3.9230769230769247,0.02559055118110234,1,1,1,0,1.65,17.96,8.09,42.67
20260119,20260120,20260126,5,001319.SZ,铭科精技,pullback,63.87,0.606,28.58,28.22,28.58,29.85,time_exit,0.04443666899930032,3.527777777777792,0.012596221133659883,1,1,1,0,1.88,9.52,6.72,46.62
20260119,20260120,20260126,5,603002.SH,宏昌电子,pullback,62.03,0.1697,8.07,7.94,8.07,8.87,time_exit,0.09913258983890949,6.153846153846151,0.016109045848822785,1,1,1,0,1.22,11.75,8.55,40.26
20260119,20260120,20260126,5,603045.SH,福达合金,pullback,54.84,0.2757,24.0,23.27,24.0,28.93,time_exit,0.20541666666666658,6.753424657534242,0.030416666666666686,1,1,1,0,1.09,23.08,12.45,55.98
20260119,20260120,20260126,5,603059.SH,倍加洁,pullback,62.93,0.5423,35.49,34.71,35.49,35.49,intrabar_mid,0.0,0.0,0.021978021978022007,1,1,1,1,1.25,21.57,10.66,28.92
20260119,20260120,20260120,1,603150.SH,万朗磁塑,pullback,57.97,0.4278,44.7,43.88,44.86,43.88,stop_loss,-0.021845742309406946,-1.0,0.021845742309406974,0,0,0,0,0.79,18.74,10.7,57.21
20260119,20260120,20260122,3,603291.SH,联合水务,pullback,57.73,0.2737,11.58,11.5,11.7,11.5,stop_loss,-0.017094017094017033,-1.0,0.017094017094017033,1,0,0,0,1.01,18.77,9.21,36.92
