watch_date,ts_code,name,signal_score,close,pivot,trigger_price,stop_loss,rs20_xsec_q,box_range_pct,industry
20251222,600428.SH,中远海特,67.9,7.34,7.3,7.31,7.12,0.8228,4.77,水运
20251222,000672.SZ,上峰水泥,66.68,11.44,11.51,11.53,11.08,0.881,6.64,水泥
20251222,000543.SZ,皖能电力,61.57,8.38,8.42,8.44,8.24,0.8043,4.89,火力发电
20251223,603901.SH,永创智能,84.2,13.86,14.19,14.22,13.65,0.935,6.93,专用机械
20251223,600795.SH,国电电力,83.09,5.91,6.03,6.04,5.89,0.9006,5.41,火力发电
20251223,601168.SH,西部矿业,76.1,25.92,26.21,26.26,25.06,0.9276,7.37,铜
20251223,000672.SZ,上峰水泥,67.96,11.42,11.57,11.59,11.13,0.8985,7.18,水泥
20251223,600428.SH,中远海特,67.77,7.29,7.41,7.42,7.22,0.8272,6.31,水运
20251223,000157.SZ,中联重科,64.29,8.44,8.73,8.75,8.5,0.8044,5.09,工程机械
20251223,000612.SZ,焦作万方,62.0,10.26,10.33,10.35,9.88,0.8335,7.12,铝
20251224,603901.SH,永创智能,84.45,14.1,14.19,14.22,13.66,0.9371,6.81,专用机械
20251224,600795.SH,国电电力,83.23,5.93,6.03,6.04,5.89,0.8695,5.06,火力发电
20251224,000672.SZ,上峰水泥,69.72,11.85,11.57,11.59,11.11,0.9144,6.92,水泥
20251224,603915.SH,国茂股份,68.0,17.09,17.49,17.52,16.95,0.8183,7.67,机械基件
20251225,603901.SH,永创智能,83.27,14.33,14.17,14.2,13.63,0.8558,6.56,专用机械
20251225,603766.SH,隆鑫通用,79.88,15.74,16.5,16.53,15.85,0.8526,7.31,摩托车
20251225,600362.SH,江西铜业,78.84,43.92,43.48,43.57,41.37,0.9371,7.88,铜
20251225,603379.SH,三美股份,73.57,60.07,59.38,59.5,57.59,0.9197,6.41,化工原料
20251225,601226.SH,华电科工,73.38,8.01,8.33,8.35,8.06,0.8695,7.99,建筑工程
20251225,600885.SH,宏发股份,68.57,31.23,31.15,31.21,30.14,0.8193,6.37,电气设备
20251225,601717.SH,中创智领,60.54,24.44,25.2,25.25,24.44,0.8273,7.94,专用机械
20251226,601168.SH,西部矿业,82.88,27.47,26.38,26.43,25.32,0.9519,7.57,铜
20251226,603766.SH,隆鑫通用,82.19,15.88,16.5,16.53,15.87,0.8778,7.24,摩托车
20251226,000612.SZ,焦作万方,73.9,10.98,10.45,10.47,9.99,0.9127,7.74,铝
20251226,000630.SZ,铜陵有色,73.81,5.93,5.64,5.65,5.4,0.9334,7.76,铜
20251226,601689.SH,拓普集团,73.3,71.29,72.45,72.59,69.69,0.9064,7.64,汽车配件
20251226,601211.SH,国泰海通,72.61,20.76,21.08,21.12,20.6,0.8445,5.92,证券
20251226,601226.SH,华电科工,70.32,8.05,8.33,8.35,8.05,0.816,7.95,建筑工程
20251226,600885.SH,宏发股份,68.99,30.95,31.3,31.36,30.29,0.8027,5.33,电气设备
20251226,600909.SH,华安证券,68.81,6.77,6.72,6.73,6.56,0.8165,4.58,证券
20251226,600057.SH,厦门象屿,65.24,8.86,8.84,8.86,8.5,0.8308,7.34,仓储物流
20251226,000425.SZ,徐工机械,65.05,11.24,11.4,11.42,11.02,0.8572,7.56,工程机械
20251226,601628.SH,中国人寿,64.64,46.68,47.65,47.75,46.22,0.8228,7.54,保险
20251226,601717.SH,中创智领,63.06,24.56,25.05,25.1,24.31,0.8334,7.29,专用机械
20251229,601689.SH,拓普集团,71.52,71.95,72.45,72.59,69.64,0.8677,7.57,汽车配件
20251229,600885.SH,宏发股份,70.61,30.7,31.48,31.54,30.46,0.8404,5.7,电气设备
20251229,603885.SH,吉祥航空,68.35,14.25,14.45,14.48,13.98,0.823,8.0,空运
20251229,000425.SZ,徐工机械,68.13,11.26,11.38,11.4,11.01,0.8864,7.37,工程机械
20251230,600885.SH,宏发股份,72.76,30.62,31.48,31.54,30.48,0.845,5.72,电气设备
20251230,600909.SH,华安证券,68.88,6.78,6.85,6.86,6.69,0.8153,6.05,证券
20251230,000425.SZ,徐工机械,67.28,11.33,11.44,11.46,11.06,0.8289,7.86,工程机械
20251231,600885.SH,宏发股份,74.56,30.4,31.48,31.54,30.51,0.8194,5.39,电气设备
20251231,600869.SH,远东股份,73.53,8.05,8.08,8.1,7.76,0.9225,7.08,电气设备
20251231,600909.SH,华安证券,70.1,6.78,6.85,6.86,6.69,0.8083,6.05,证券
20251231,603885.SH,吉祥航空,69.97,14.88,14.45,14.48,13.89,0.8576,5.65,空运
20260105,601211.SH,国泰海通,77.23,20.93,21.08,21.12,20.62,0.8046,2.87,证券
20260105,600885.SH,宏发股份,76.24,30.83,31.48,31.54,30.55,0.8299,5.32,电气设备
20260105,600869.SH,远东股份,74.83,8.21,8.13,8.15,7.8,0.9216,6.94,电气设备
20260105,601688.SH,华泰证券,74.79,24.35,24.1,24.15,23.19,0.8969,5.38,证券
20260105,600909.SH,华安证券,71.57,6.91,6.85,6.86,6.69,0.8084,5.79,证券
20260105,603379.SH,三美股份,70.91,58.93,61.18,61.3,59.4,0.8024,7.09,化工原料
20260105,600312.SH,平高电气,66.73,17.99,18.25,18.29,17.67,0.8106,6.06,电气设备
20260105,600114.SH,东睦股份,66.72,30.57,31.68,31.74,30.54,0.847,7.36,机械基件
20260106,601211.SH,国泰海通,78.1,22.29,21.08,21.12,20.55,0.8701,2.69,证券
20260106,601688.SH,华泰证券,75.56,25.56,24.36,24.41,23.42,0.9125,6.14,证券
20260106,601179.SH,中国西电,73.67,9.63,9.75,9.77,9.28,0.8771,7.48,电气设备
20260106,603379.SH,三美股份,71.92,60.8,61.18,61.3,59.29,0.8521,6.87,化工原料
20260106,600312.SH,平高电气,69.04,18.59,18.3,18.34,17.72,0.8142,6.13,电气设备
20260107,603663.SH,三祥新材,79.63,36.59,37.5,37.58,36.02,0.8553,7.9,小金属
20260107,603087.SH,甘李药业,73.05,71.49,69.41,69.55,67.18,0.8692,4.97,生物制药
20260107,600160.SH,巨化股份,71.78,38.83,38.93,39.01,37.66,0.8282,6.59,化工原料
20260107,603379.SH,三美股份,71.43,60.33,61.18,61.3,59.3,0.8014,6.02,化工原料
20260107,603699.SH,纽威股份,70.42,53.51,53.56,53.67,51.43,0.8556,7.59,机械基件
20260107,603132.SH,金徽股份,70.42,15.1,15.32,15.35,14.78,0.8149,7.75,铅锌
20260107,600089.SH,特变电工,70.06,24.19,23.79,23.84,22.89,0.8156,7.73,电气设备
20260107,600312.SH,平高电气,68.26,18.53,18.64,18.68,18.06,0.8131,7.99,电气设备
20260107,600352.SH,浙江龙盛,63.93,11.51,11.15,11.17,10.92,0.8222,4.69,染料涂料
20260107,603505.SH,金石资源,62.56,19.52,19.57,19.61,18.9,0.8077,6.76,化工原料
20260108,603132.SH,金徽股份,72.06,15.14,15.32,15.35,14.79,0.8089,7.73,铅锌
20260108,600039.SH,四川路桥,71.2,10.3,10.19,10.21,9.85,0.8042,5.05,建筑工程
20260108,603499.SH,翔港科技,68.26,21.87,21.24,21.28,20.26,0.8546,6.86,广告包装
20260109,600970.SH,中材国际,70.65,10.38,10.6,10.62,10.3,0.8009,4.72,建筑工程
20260109,603132.SH,金徽股份,70.27,15.55,15.35,15.38,14.77,0.8233,7.72,铅锌
20260109,605589.SH,圣泉集团,65.74,29.94,30.38,30.44,29.37,0.8082,7.78,化工原料
20260112,600570.SH,恒生电子,66.02,33.42,31.75,31.81,30.85,0.8035,6.43,软件服务
20260112,603889.SH,新澳股份,60.75,8.71,8.26,8.28,7.88,0.842,7.46,纺织
20260113,600487.SH,亨通光电,74.36,24.05,25.92,25.97,24.84,0.8305,7.36,通信设备
20260113,603585.SH,苏利股份,69.81,19.78,19.69,19.73,19.02,0.8365,5.51,农药化肥
20260114,600487.SH,亨通光电,76.99,24.95,25.75,25.8,24.65,0.9001,7.9,通信设备
20260115,600487.SH,亨通光电,79.7,24.91,25.39,25.44,24.31,0.9065,6.46,通信设备
20260115,603002.SH,宏昌电子,65.35,8.19,7.92,7.94,7.63,0.806,6.84,化工原料
20260116,600487.SH,亨通光电,78.84,25.63,25.39,25.44,24.35,0.8551,6.28,通信设备
20260116,603500.SH,祥和实业,69.72,12.96,12.83,12.86,12.49,0.8198,7.79,运输设备
20260120,605389.SH,长龄液压,77.86,79.26,82.38,82.54,78.37,0.8147,7.6,机械基件
20260120,600966.SH,博汇纸业,77.37,7.03,6.86,6.87,6.57,0.8087,6.4,造纸
20260120,603098.SH,森特股份,74.02,14.7,14.8,14.83,14.38,0.8254,6.6,装修装饰
20260120,605111.SH,新洁能,63.29,38.48,38.43,38.51,37.17,0.8097,7.02,半导体
20260121,603798.SH,康普顿,69.89,17.93,17.35,17.38,16.53,0.8401,7.81,石油加工
20260126,000680.SZ,山推股份,73.11,12.79,12.96,12.99,12.46,0.8099,7.27,工程机械
20260126,600826.SH,兰生股份,68.24,12.58,12.64,12.67,12.19,0.8414,7.87,文教休闲
20260204,601872.SH,招商轮船,78.31,12.0,11.64,11.66,10.97,0.9673,7.92,水运
20260205,601007.SH,金陵饭店,65.62,8.52,8.49,8.51,8.24,0.8154,6.46,酒店餐饮
20260206,603730.SH,岱美股份,78.78,10.87,10.68,10.7,10.09,0.9648,7.54,汽车配件
20260206,603022.SH,新通联,70.75,11.51,11.73,11.75,11.31,0.8154,7.21,广告包装
20260209,600163.SH,中闽能源,68.09,6.01,6.02,6.03,5.82,0.8059,5.66,新型电力
20260209,600510.SH,黑牡丹,66.84,9.66,9.7,9.72,9.26,0.866,7.45,全国地产
20260210,601968.SH,宝钢包装,80.97,6.14,6.16,6.17,5.97,0.8411,5.05,广告包装
20260210,603726.SH,朗迪集团,75.46,27.82,26.55,26.6,25.39,0.8726,6.94,家用电器
20260210,000151.SZ,中成股份,72.44,13.73,13.88,13.91,13.5,0.8449,5.17,商贸代理
20260211,601968.SH,宝钢包装,80.31,6.09,6.16,6.17,5.96,0.8241,5.09,广告包装
20260211,000151.SZ,中成股份,72.22,13.68,13.88,13.91,13.5,0.8351,5.19,商贸代理
20260212,601968.SH,宝钢包装,81.48,5.99,6.16,6.17,5.97,0.8356,5.18,广告包装
20260212,600724.SH,宁波富达,72.09,6.77,7.05,7.06,6.78,0.8141,7.68,综合类
20260212,000151.SZ,中成股份,71.25,13.42,13.87,13.9,13.49,0.8164,5.22,商贸代理
20260212,601965.SH,中国汽研,70.21,19.1,19.76,19.8,19.13,0.851,7.75,汽车服务
20260212,600929.SH,雪天盐业,68.56,6.13,6.23,6.24,6.04,0.8161,4.57,食品
20260212,000037.SZ,深南电A,67.53,9.63,9.72,9.74,9.42,0.8268,7.27,火力发电
20260213,000151.SZ,中成股份,73.65,13.42,13.87,13.9,13.51,0.8087,5.22,商贸代理
20260213,600929.SH,雪天盐业,70.37,6.07,6.22,6.23,6.04,0.8264,4.45,食品
20260213,000037.SZ,深南电A,69.89,9.56,9.78,9.8,9.51,0.8311,7.32,火力发电
20260224,600724.SH,宁波富达,76.91,7.11,7.05,7.06,6.77,0.8645,7.31,综合类
20260224,000670.SZ,盈方微,75.57,8.63,8.65,8.67,8.34,0.8686,5.1,元器件
20260224,000151.SZ,中成股份,75.22,13.93,13.87,13.9,13.5,0.8032,5.03,商贸代理
20260224,000159.SZ,国际实业,75.16,7.03,7.09,7.1,6.77,0.8494,6.54,石油贸易
20260224,600929.SH,雪天盐业,71.98,6.2,6.22,6.23,6.05,0.8441,4.35,食品
20260224,600539.SH,狮头股份,71.36,11.49,11.2,11.22,10.82,0.8353,4.44,互联网
20260225,000159.SZ,国际实业,73.53,7.02,7.09,7.1,6.78,0.8056,6.55,石油贸易
20260225,600929.SH,雪天盐业,73.18,6.38,6.24,6.25,6.05,0.8622,4.55,食品
20260225,601608.SH,中信重工,66.64,7.91,7.92,7.94,7.53,0.8154,7.71,专用机械
20260226,000037.SZ,深南电A,72.83,9.9,9.78,9.8,9.52,0.8389,6.06,火力发电
20260226,600929.SH,雪天盐业,69.63,6.58,6.49,6.5,6.29,0.916,7.9,食品
20260226,600510.SH,黑牡丹,65.57,10.6,9.99,10.01,9.49,0.8672,7.26,全国地产
20260227,000037.SZ,深南电A,73.29,10.11,10.0,10.02,9.73,0.8756,7.42,火力发电
20260227,600750.SH,华润江中,69.45,24.86,25.89,25.94,25.29,0.8315,4.34,中成药
20260302,600750.SH,华润江中,70.72,25.16,25.89,25.94,25.3,0.8155,4.29,中成药
20260303,600579.SH,中化装备,73.43,9.28,9.42,9.44,9.15,0.8176,4.2,化工机械
20260304,002142.SZ,宁波银行,71.12,31.95,32.66,32.73,31.81,0.8025,5.92,银行
20260304,002458.SZ,益生股份,69.84,9.8,10.12,10.14,9.82,0.8047,6.84,农业综合
20260305,600919.SH,江苏银行,73.07,10.59,10.58,10.6,10.38,0.8531,3.4,银行
20260305,002142.SZ,宁波银行,71.97,31.7,32.58,32.65,31.78,0.8082,5.71,银行
20260305,601009.SH,南京银行,71.03,11.28,11.56,11.58,11.3,0.8623,5.14,银行
20260305,001317.SZ,三羊马,60.17,50.39,54.19,54.3,51.94,0.8179,8.0,铁路
20260306,603187.SH,海容冷链,62.0,17.17,17.26,17.29,16.73,0.8336,7.86,机械基件
20260320,600919.SH,江苏银行,69.54,10.87,11.0,11.02,10.8,0.8553,6.16,银行
20260401,601825.SH,沪农商行,64.61,9.15,9.16,9.18,8.94,0.9305,6.23,银行
20260401,600900.SH,长江电力,60.63,26.88,27.65,27.71,27.24,0.8207,3.68,水力发电
